0	0.99913
1	1.00301
2	1.00693
3	1.01087
4	1.01484
5	1.01884
6	1.02287
7	1.02692
8	1.03100
9	1.03512
10	1.03925
11	1.04343
12	1.04762
13	1.05186
14	1.05612
15	1.06041
16	1.06473
17	1.06909
18	1.07347
19	1.07789
20	1.08233
21	1.08682
22	1.09134
23	1.09588
24	1.10046
25	1.10507
26	1.10972
27	1.11440
28	1.11911
29	1.12386
30	1.12863
31	1.13345
32	1.13831
33	1.14319
